ra,dec,bp_rp,phot_g_mean_mag,parallax,ebv
265.29451822063646,-53.65177716236362,1.1778355,13.725414,0.3658689120963777,
265.30918062108714,-53.65373169475996,0.86144257,16.138943,0.318322996605575,
265.30555624498567,-53.64864128392378,0.8975315,15.907524,0.4075876281264065,
265.3102573767044,-53.65169651779799,0.9328766,15.813075,0.4137595597782545,
265.30522106054696,-53.65328488804951,0.9315262,17.821823,0.4179600719448473,
265.302050153179,-53.650182971950215,1.0019989,18.003174,0.5799714046674748,
265.28992823115954,-53.64269126165287,1.1994305,18.70648,0.6574702111703242,
265.30102050709905,-53.6478609295346,1.1604424,14.012932,0.4183465051001038,
265.29634806939595,-53.64830659686356,1.0368319,15.491863,0.3585687751248685,
265.3030910774395,-53.64471570225644,1.0826492,15.208975,0.3939681017212163,
265.2940047365035,-53.63897947640821,0.92019653,17.351908,0.3823012069532072,
265.291403061618,-53.63610182577127,0.9317646,17.463531,0.594176877805039,
265.28745355885764,-53.63514604095414,0.9033127,17.26931,0.3835248949556086,
265.2928825617317,-53.63037775104847,0.87274265,16.448523,0.3988376924585832,
265.2991296068124,-53.636527432319,1.1421089,18.44602,0.9178799441619152,
265.2912382917923,-53.633963491056704,0.9966984,18.03048,0.4937560201385777,
265.29707784370424,-53.63409868557988,0.9091873,17.193918,0.3822947671378473,
265.2971940561868,-53.632856765863465,0.94298553,17.23507,0.4850342193444325,
265.2873628624638,-53.62579371851324,1.3170719,11.990104,0.3957525544354375,
265.2500654293651,-53.70346123626236,1.1152973,14.956611,0.390113966448366,
265.2536610478778,-53.70254437210344,0.8619385,16.427507,0.2814498592250781,
265.2645388329462,-53.70349703697757,1.2839346,12.275423,0.3943483457647972,
265.2668619041589,-53.706058671761504,0.89585304,16.708782,0.3432441982867634,
265.2686578262843,-53.70224582634874,0.86831856,16.771206,0.3671040686649801,
265.27227772950147,-53.704928487216975,0.8617983,16.038214,0.3688963046243184,
265.25060652135727,-53.69728805379261,0.94228554,17.205965,0.3418972641458447,
265.2622878077002,-53.69940811269026,1.0201015,17.46103,0.4425762573455899,
265.2672815069425,-53.70928043282254,0.9963074,17.398504,0.5687655442993499,
265.2619261419009,-53.70805978871753,0.98462677,17.85708,0.8122429920899363,
265.2729409399794,-53.70945409425871,0.8546705,16.228916,0.3710802119404734,
265.2745314479705,-53.71099056278084,0.8910055,16.407663,0.3525315847016719,
265.2560665230252,-53.69817676595816,0.91724014,16.762342,0.4543546041495889,
265.27404760989054,-53.707740981999095,0.8725586,16.895462,0.3434764653282103,
265.2488087917663,-53.69930403892332,1.7219791,19.37937,1.6228669340286157,
265.25740886269864,-53.706142454098966,0.86076164,16.359154,0.4516820131125107,
265.2710482157295,-53.69462954953509,0.84962654,16.297754,0.3535758024717925,
265.2706893351819,-53.70116191637859,0.8988409,15.813018,0.3281795285976838,
265.25710422289046,-53.6934102811984,1.1809492,13.535118,0.3749245266895382,
265.2602238257685,-53.687171503958304,0.9508133,15.718018,0.4032417748502927,
265.2653054562445,-53.695141762021606,0.92336273,17.325603,0.4462040122130327,
265.26650703336367,-53.69387519289592,0.8841572,17.022722,0.3998520494929268,
265.270745119415,-53.69983778600934,0.31724644,13.097233,0.3563778172207877,
265.2624132933695,-53.6867871721789,0.8478279,16.714441,0.3583303174717257,
265.264136997144,-53.68758175968175,0.8520012,16.45441,0.4220868490933366,
265.2554717677804,-53.683999308042615,0.8990669,17.324076,0.4567645008306004,
265.2762739446663,-53.69441137497773,1.1237507,18.419348,0.6379321174128272,
265.2705994728004,-53.692787262277385,1.0390663,18.059618,0.5137844949336542,
265.26106821904386,-53.68922330947514,1.1020775,17.52643,0.5423317598293635,
265.2772377444473,-53.69590431824159,0.8637886,16.864883,0.4906794141776675,
265.2666073554084,-53.69159409698345,0.9673996,18.224129,0.8550932111576923,
265.2541803131603,-53.6868865666183,0.8748665,16.656563,0.436760591065131,
265.25348053921334,-53.68619712552663,0.9744797,17.689093,0.616524505179062,
265.2674185038799,-53.69456056132699,1.2982368,19.079515,1.0274466138703466,
265.2532471426726,-53.689047744242046,1.0029392,17.660421,0.4954531577625457,
265.2546478518946,-53.69270184493669,0.91918373,17.321978,0.4369940663481201,
265.2553958838639,-53.69349218272949,0.93943596,17.477459,0.4652537387142746,
265.2624822874555,-53.69183254596068,1.1040478,17.62457,0.5734531784557492,
265.27091328033333,-53.69573915131421,0.86281204,17.029232,0.43568059809268,
265.25471899956744,-53.68867332236362,1.013628,18.621723,0.8772469786647199,
265.2534365104529,-53.6832467670298,0.85439396,16.475264,0.348570896766009,
265.25486838333387,-53.68508889803263,1.000742,18.055908,0.559786638060824,
265.2515473857207,-53.68542348783074,0.8318653,16.591768,0.3377577223034946,
265.2567890029628,-53.69040583820458,0.8501644,16.685003,0.3370901948361871,
265.2632519804062,-53.69446536692204,0.88897514,16.985815,0.3432372801010092,
265.2623782032055,-53.69675201789393,1.1178026,14.726793,0.3822830002513511,
265.2466895065074,-53.70099442206169,0.89518166,17.183933,0.3553515467126166,
265.2230232120127,-53.68587580438579,0.92424774,16.6132,0.373199273761756,
265.22917608370625,-53.69363735614012,0.8739052,16.152573,0.5057177884092059,
265.2319120355126,-53.68894260001677,0.91596603,15.882977,0.3792019302761432,
265.2343993502865,-53.68864815485607,0.8922205,15.996128,0.3694353451195187,
265.2362381694614,-53.69924534874652,0.8827572,16.41785,0.2417374491710376,
265.2453137725249,-53.6966832068275,0.9471512,17.267956,0.4103544878864345,
265.2239341068555,-53.68163085629227,0.96230316,17.57663,0.6045549856927969,
265.24017962106245,-53.68946160410464,0.9624119,17.972803,0.4807480804142368,
265.2402912343933,-53.691434544471534,1.0421352,17.804926,0.4752566603001087,
265.2287765372362,-53.686984274847575,0.92344093,16.837057,0.3049499813043468,
265.2316837653755,-53.687982228900616,0.9269657,17.50454,0.4832004920752525,
265.2390109454937,-53.69175817852194,0.9037876,15.975683,0.3330028070221368,
265.2303045692366,-53.68774152529046,1.0995827,18.45161,1.0432847413414157,
265.23705951171496,-53.692450539590894,0.94145393,17.442587,0.3979588999446561,
265.23374134205346,-53.69233299739975,0.9757118,17.738398,0.4054147259824775,
265.2365953321571,-53.6936298646998,0.95648384,17.288233,0.3380494959692597,
265.2285950813594,-53.69021172328154,0.8479786,16.697716,0.4187301642729606,
265.2243439477354,-53.6885681613722,0.91630936,17.698133,1.074043107931257,
265.2404596741847,-53.69582446243819,0.92025757,17.163776,0.3765103824554262,
265.23755936642493,-53.69482345049464,1.1765213,18.202776,0.613303948481325,
265.24377838695614,-53.69866683600406,0.84329987,17.237886,1.383927091524092,
265.2364094021776,-53.69681686532343,0.90494156,17.413345,0.5651951074881549,
265.2214481732448,-53.69200900948728,0.93224907,17.278404,0.4764448164409809,
265.24358250848843,-53.70238995696042,1.3554649,18.755987,0.8527389424111635,
265.2326538244116,-53.69759468582493,0.90431976,16.889044,0.3527836816814034,
265.2389764055916,-53.689358901962464,0.88924026,16.402172,0.3013448326317749,
265.236027807116,-53.69105012862275,0.9249897,17.1369,0.8661095765705017,
265.2402069507044,-53.69284354155022,0.87595177,16.460619,0.3134831045646423,
265.2286365417127,-53.69455341261986,1.0790634,15.24256,0.3369602127799672,
265.2460526972922,-53.7026048881032,0.8816757,16.500513,0.2730451287876643,
265.22628370657486,-53.67707360004804,0.918766,15.849874,0.3576665892981068,
265.2269494451598,-53.67816334627207,0.87027264,16.27605,0.3057612381781677,
265.2275884580648,-53.67623100956896,0.8755684,16.941463,0.4459710073236867,
265.2300351016432,-53.67942191573484,0.93803024,16.722538,0.3338018260352245,
265.23322502251693,-53.67902577610322,1.178442,13.834058,0.3773341986109578,
265.2331911466329,-53.68453202104436,0.9147587,16.29821,0.4026163148104941,
265.2337322873178,-53.68393375091116,0.9136076,16.43324,0.4224517880040468,
265.2340302842452,-53.67620401802528,0.23074722,13.67525,0.3875380791648588,
265.2364578061001,-53.68158744096139,0.9208765,15.956587,0.3665564758978593,
265.2389112854212,-53.6831560964916,1.1716652,14.185252,0.3713312811528016,
265.2428058276569,-53.68591970989953,0.8912029,16.842335,0.356077333210247,
265.2428658852897,-53.67949981170944,0.99242973,17.372107,0.4514545671596824,
265.24347798193634,-53.68105788532308,0.9070816,16.59174,0.4587542533282661,
265.24523252472324,-53.68265373979853,0.88987255,16.148481,0.5541315773602576,
265.2496841391722,-53.68193851736618,0.8581619,16.903904,0.4094077962774187,
265.22877075651945,-53.6707376323519,0.8669081,16.059366,0.3389030948727464,
265.2317426974684,-53.67209542234414,0.89940643,17.418879,0.444547909458116,
265.2470805100797,-53.679363646536885,1.1713829,13.753045,0.3580128428474061,
265.23171503222324,-53.67309156273039,0.9142666,16.629557,0.3830901207439919,
265.2450354894873,-53.67985861412664,1.0004406,17.664127,0.5660530630639737,
265.23153233137646,-53.67403382776618,0.9256344,17.313202,0.4413935202089733,
265.24696537657024,-53.681230431040525,0.9687996,17.705677,0.6440947483157771,
265.23873731140446,-53.67865368013646,0.9151077,17.14188,0.3275381374197336,
265.2233486045064,-53.67286724584119,1.0982552,17.321852,0.3594370796564,
265.22638939527,-53.67336185673801,0.88158894,16.558292,0.3566153890273105,
265.2300168808085,-53.67684587896741,0.9594917,17.33961,0.4576076367493431,
265.22464440108,-53.6750942969303,1.2467728,18.45721,1.24331809936365,
265.2490315973206,-53.68602857955165,0.92523956,17.465223,0.4635478229147572,
265.22844576647327,-53.67919568251885,0.9325161,17.198994,0.3780347847812673,
265.24103702457626,-53.68569043081596,0.89160347,16.936977,0.5676304558038267,
265.23893727580463,-53.68591951554657,0.9159508,15.986692,0.3950209686664855,
265.2383309628524,-53.68510665894125,1.0710468,17.906525,0.5429678939352758,
265.2356659081883,-53.683914492401925,0.9984493,17.245756,0.4090430211934034,
265.231880467918,-53.68339617076985,1.0755043,17.87256,0.6726572907979274,
265.2254594578883,-53.68096687005144,0.8957119,16.758427,0.4196235646040099,
265.23734296401534,-53.67916437594392,0.98207283,16.99457,0.4137385097275307,
265.2301877572903,-53.67756542613685,0.86552143,16.165981,0.361835225676351,
265.23312917329764,-53.680839282912935,0.9330931,15.83579,0.4396462233638106,
265.24623616472377,-53.6876719268831,0.9434376,16.013088,0.4093088228136329,
265.2318955646704,-53.68152209107771,1.1783676,13.679974,0.4249503640609326,
265.22677078546275,-53.68037710639127,1.0513821,17.679867,0.8108342648172431,
265.2789672408642,-53.68365491825031,0.9094534,15.8939905,0.4096014976622934,
265.2753277993386,-53.68301664653736,0.8892746,16.59637,0.445254916344002,
265.2710581793141,-53.68229941984805,0.966341,17.249157,0.5061026325848332,
265.25522571699094,-53.67613815866613,0.880188,16.675034,0.4343893255966047,
265.25982881298734,-53.67363794527397,0.86383724,16.275057,0.3580315076761121,
265.2612808382945,-53.67512580086804,0.8725376,16.785694,0.4341939388590111,
265.2619278880614,-53.67989143839968,0.8570843,16.732018,0.3051586706557317,
265.276016229934,-53.67907540756492,1.1262751,14.654512,0.3661502996825298,
265.2762076488101,-53.69080851585491,0.92440796,17.31009,0.3906477100877667,
265.2777674870084,-53.68057194675386,0.8556442,16.628239,0.3434272033139055,
265.2784322721245,-53.68917389355781,0.87395096,16.83507,0.3626962147510923,
265.2778684782633,-53.68122057431653,0.8868847,17.346045,0.5967686406741214,
265.2626616515874,-53.67459922300349,0.9305153,17.604462,0.3785594744134068,
265.2635348167049,-53.67601253756639,0.8927784,17.101515,0.5049269281370534,
265.26890516969064,-53.679957553863865,0.89847374,17.273272,0.491206684482631,
265.25364564891106,-53.67548201030927,0.98375225,15.6717005,0.358523890331069,
265.2611268799926,-53.68105790653652,0.88848495,16.906437,0.3330555891224969,
265.2583370510588,-53.68005464644202,0.8373232,16.06034,0.3278090909136757,
265.2670404256017,-53.684605935415,0.8317232,16.333273,0.3329018501903302,
265.2611495266117,-53.683405982871385,1.0600376,18.5713,0.6120329709176692,
265.27123506955854,-53.688134489703046,0.8707485,16.184351,0.4726501267338887,
265.2747658996259,-53.68980040718892,0.8674221,16.81655,0.4090243058598772,
265.26577881517784,-53.68591696602376,0.9123783,17.635674,0.4374532707901655,
265.26250757886606,-53.68464722310746,0.85327244,16.408937,0.4308167099494595,
265.2571308099834,-53.67151278768595,0.93263817,15.7667675,0.3900888864179704,
265.2648344800746,-53.676984825293104,1.0432959,15.426895,0.4495196946483052,
265.2670594614584,-53.67951158776509,0.8485298,16.733873,0.3181842067203066,
265.2627515902388,-53.6789104173786,0.8840866,16.662804,0.5006281505741512,
265.25681560444684,-53.6788587288886,0.8585901,16.124859,0.3746913582323075,
265.2706857597312,-53.686381623172586,0.8654499,17.005333,0.4667811226200954,
265.2731839388443,-53.68965950525987,0.8540993,16.694704,0.4060306814909973,
265.258208838334,-53.6815238200842,0.87000275,16.544312,0.41751663033335,
265.2535897488266,-53.66463602808152,0.8928509,16.906363,0.3935449380884698,
265.2551024845052,-53.65749229484421,1.0164385,15.556912,0.3799453527344378,
265.2584451764762,-53.66286194832175,0.88426113,16.386177,0.3007654957554104,
265.26105165083635,-53.665005211369234,0.88334465,16.502888,0.3310593942945203,
265.26362045390783,-53.66796670060558,0.9709263,17.507278,0.5781120548418629,
265.274412037536,-53.67135915941583,0.9574585,17.412163,0.399315263717876,
265.27522159147003,-53.66937429334273,0.25706387,13.396927,0.4112505955120158,
265.27770093548816,-53.674531115908266,0.8608055,16.779333,0.4083005161266216,
265.2803861840454,-53.67297242304453,0.8761425,17.040596,0.4391738123609359,
265.2799064552219,-53.67043558061245,0.80646896,16.40602,0.2922593467948752,
265.2793635571256,-53.668267889611,0.990715,17.68233,0.6209015879061269,
265.27213194323065,-53.66715088323747,0.38705063,12.930781,0.3026268737672759,
265.2711448344763,-53.66804968312339,0.83819866,16.586004,0.3785323174945032,
265.26230355437247,-53.66450701654371,0.9555855,16.903488,0.306914083247377,
265.2700334214079,-53.6688446910342,1.0252342,17.954153,0.6661536509262708,
265.2560169522074,-53.66258692501313,0.9441395,17.520407,0.4160776302467444,
265.26456698688656,-53.66663137792903,0.87696266,16.457394,0.3031528025200541,
265.26126927864954,-53.66581736296423,1.0422535,18.1562,0.6256632222730601,
265.27198866713525,-53.672021153585554,1.0121136,18.086166,0.6584698818496977,
265.2668250129807,-53.6698038925262,0.92357826,16.517607,0.3964052802803175,
265.2709437802376,-53.67196601014781,1.2228031,18.344032,0.6705213275407548,
265.2534457884404,-53.66394555493802,0.8850403,17.810328,0.4439927545657959,
265.2723609877484,-53.67284314611165,1.0694904,18.689234,0.8531463197372922,
265.2695102809522,-53.67168404087057,0.9425907,17.650417,0.5248720974017914,
265.2734117803344,-53.67434794939705,1.032404,17.676395,0.3984376626866902,
265.25940164395007,-53.67047159868292,1.0417233,18.25045,0.74974995320228,
265.2804110953089,-53.66862314855258,0.8717632,16.645784,0.2695713620076719,
265.2645143232543,-53.66117204381544,1.4102755,11.1395035,0.3980826306450482,
265.22944960221565,-53.66294352325082,1.2250042,18.081902,0.6163731303984472,
265.27088191216325,-53.67000094991872,0.86161613,16.597382,0.3593005194330944,
265.25768250342617,-53.66548794887755,0.23781776,13.622037,0.3991806360200775,
265.28008844874483,-53.67639399357508,0.32765102,13.026491,0.4085030312808153,
265.2700917339487,-53.67286943306964,1.149332,14.052207,0.4229630307646881,
265.22803913477884,-53.66170306619988,1.134162,14.220789,0.3646699448053511,
265.23068401921245,-53.66136391972937,1.1264048,14.816357,0.392688867852167,
265.23522692530366,-53.66134896873688,0.8834505,15.987502,0.4673752107721182,
265.2396466066356,-53.6668783325846,0.3990717,13.072686,0.3567685157343354,
265.2399477692801,-53.67520531442589,1.1205349,14.993078,0.3683776335238219,
265.24000349347807,-53.673252893849714,0.87924767,16.821676,0.2781764607635364,
265.2422872184535,-53.669129417441766,0.8816471,16.80137,0.5001060777293052,
265.2433053307301,-53.67078357680194,1.1021566,14.921696,0.4623394501344062,
265.2434989512922,-53.67182937598173,0.8650179,16.348576,0.3721155045577124,
265.2434639370849,-53.6768912004956,1.0780153,15.329071,0.355364530945293,
265.24862129119606,-53.67477961749759,0.85911274,16.17547,0.4045524470015927,
265.2490044671849,-53.667690131710586,1.0848198,15.27557,0.4030290011474468,
265.2508008043257,-53.668257470352906,0.87827396,16.285414,0.3857148674738155,
265.2503753633644,-53.66892340706044,0.9991112,17.90124,0.5189762173095039,
265.233774410393,-53.66159741676028,1.0824203,18.357132,0.7331953975304271,
265.2326558496199,-53.66252595345284,0.9530468,17.796173,0.4435052261933632,
265.2382980070002,-53.66552784482048,0.92156315,15.864984,0.5073002472762569,
265.22705466620823,-53.66065581504754,1.0313587,18.232595,0.6417117084145846,
265.23143490433984,-53.663870616088914,1.0349598,18.099165,0.5434140612827286,
265.2367811532591,-53.66683489348094,0.89391327,17.04579,0.3031825882717854,
265.22671060028387,-53.66284622781155,0.9619503,18.24382,0.6905122078208813,
265.2287553622768,-53.66481869156956,1.0084476,17.768127,0.7144745029822691,
265.2464280133605,-53.67389648686568,0.87054634,16.919619,0.3664106685864896,
265.2339866054814,-53.669402972893856,1.0708542,18.453972,0.6704238689542384,
265.2427592621646,-53.67381492288975,0.9464226,15.740154,0.3666304788330433,
265.2442202723034,-53.67470947657754,0.9301243,16.813831,0.3605883515020718,
265.23519395773667,-53.67160684351743,0.97231674,17.449875,0.4926864130063775,
265.24285158019904,-53.67593886023829,0.90984917,17.492567,0.3671265510488612,
265.22736027933627,-53.669950783490194,0.83564186,17.042522,0.4561567569476256,
265.2338469202314,-53.66766940329092,0.93860245,17.525621,0.402664778140595,
265.2468234969959,-53.676471581101154,0.91999817,17.36477,0.3714812995002773,
265.22779119011983,-53.649263195358095,0.6528082,15.832852,0.3801652399390654,
265.2279284709599,-53.653512429567854,0.8690033,16.895506,0.5168101530764116,
265.2327132525701,-53.65234672129051,0.8408108,16.550224,0.3262826816123897,
265.23634339025085,-53.654201082051294,1.0410709,15.61908,0.4539063316940368,
265.2400704970111,-53.65072222620425,0.8794384,16.523167,0.3664090861050602,
265.2447614356136,-53.66007871580874,0.890584,16.150755,0.3294892794263093,
265.24642990121987,-53.66032323944452,0.8816719,16.490318,0.3834866000793038,
265.2504556299725,-53.65708363211885,0.91786957,17.023504,0.2974832239181426,
265.25239007098367,-53.660416805052094,0.86306477,16.290152,0.2777181553887662,
265.24109156583614,-53.65094492040823,0.8666096,16.560886,0.3168091938861798,
265.23342962975,-53.64801407364188,0.98578644,17.43322,0.4361289198407594,
265.24556338830087,-53.658122938457566,1.1201515,14.904171,0.316470611102267,
265.2274853447567,-53.65039905531098,0.8477459,16.871326,0.4539895879551152,
265.2288047380832,-53.6511583047697,1.1882725,18.85795,0.9480120048199372,
265.24462938173485,-53.65940230671655,0.8901272,16.9574,0.3579553787215242,
265.2423155866362,-53.65911771566463,0.91963196,17.443378,0.3570898701645574,
265.2414322242075,-53.66099362630897,0.8446436,16.479197,0.3386727542163948,
265.2324260635342,-53.65513918956079,0.883852,17.386602,0.4047584743773269,
