bp_rp,phot_g_mean_mag,parallax
0.98462677,17.85708,0.8122429920899363
0.8546705,16.228916,0.37108021194047347
0.8910055,16.407663,0.3525315847016719
0.91724014,16.762342,0.45435460414958895
0.8725586,16.895462,0.3434764653282103
1.7219791,19.37937,1.6228669340286157
0.86076164,16.359154,0.45168201311251077
0.84962654,16.297754,0.3535758024717925
0.8988409,15.813018,0.32817952859768384
1.1809492,13.535118,0.3749245266895382
0.9508133,15.718018,0.4032417748502927
0.92336273,17.325603,0.44620401221303274
0.8841572,17.022722,0.39985204949292685
0.31724644,13.097233,0.35637781722078776
0.8478279,16.714441,0.3583303174717257
0.8520012,16.45441,0.4220868490933366
0.8990669,17.324076,0.4567645008306004
1.1237507,18.419348,0.6379321174128272
1.0390663,18.059618,0.5137844949336542
1.1020775,17.52643,0.5423317598293635
0.8637886,16.864883,0.4906794141776675
0.9673996,18.224129,0.8550932111576923
0.8748665,16.656563,0.436760591065131
0.9744797,17.689093,0.616524505179062
1.2982368,19.079515,1.0274466138703466
1.0029392,17.660421,0.4954531577625457
0.91918373,17.321978,0.43699406634812016
0.93943596,17.477459,0.4652537387142746
1.1040478,17.62457,0.5734531784557492
0.86281204,17.029232,0.43568059809268
1.013628,18.621723,0.8772469786647199
0.85439396,16.475264,0.34857089676600905
1.000742,18.055908,0.559786638060824
0.8318653,16.591768,0.3377577223034946
0.8501644,16.685003,0.33709019483618713
0.88897514,16.985815,0.3432372801010092
1.1178026,14.726793,0.3822830002513511
0.89518166,17.183933,0.3553515467126166
0.92424774,16.6132,0.37319927376175605
0.8739052,16.152573,0.5057177884092059
0.91596603,15.882977,0.37920193027614324
0.8922205,15.996128,0.3694353451195187
0.8827572,16.41785,0.2417374491710376
0.9471512,17.267956,0.4103544878864345
0.96230316,17.57663,0.6045549856927969
0.9624119,17.972803,0.48074808041423683
1.0421352,17.804926,0.47525666030010877
0.92344093,16.837057,0.30494998130434686
0.9269657,17.50454,0.4832004920752525
0.9037876,15.975683,0.3330028070221368
1.0995827,18.45161,1.0432847413414155
0.94145393,17.442587,0.39795889994465616
0.9757118,17.738398,0.4054147259824775
0.95648384,17.288233,0.3380494959692597
0.8479786,16.697716,0.4187301642729606
0.91630936,17.698133,1.0740431079312567
0.92025757,17.163776,0.37651038245542623
1.1765213,18.202776,0.613303948481325
0.84329987,17.237886,1.383927091524092
0.90494156,17.413345,0.5651951074881549
0.93224907,17.278404,0.4764448164409809
1.3554649,18.755987,0.8527389424111635
0.90431976,16.889044,0.3527836816814034
0.88924026,16.402172,0.3013448326317749
0.9249897,17.1369,0.8661095765705017
0.87595177,16.460619,0.31348310456464235
1.0790634,15.24256,0.33696021277996724
0.8816757,16.500513,0.27304512878766435
0.918766,15.849874,0.3576665892981068
0.87027264,16.27605,0.3057612381781677
0.8755684,16.941463,0.4459710073236867
0.93803024,16.722538,0.33380182603522457
1.178442,13.834058,0.3773341986109578
0.9147587,16.29821,0.40261631481049415
0.9136076,16.43324,0.4224517880040468
0.23074722,13.67525,0.38753807916485883
0.9208765,15.956587,0.36655647589785934
1.1716652,14.185252,0.3713312811528016
0.8912029,16.842335,0.356077333210247
0.99242973,17.372107,0.4514545671596824
0.9070816,16.59174,0.45875425332826614
0.88987255,16.148481,0.5541315773602576
0.8581619,16.903904,0.40940779627741875
0.8669081,16.059366,0.3389030948727464
0.89940643,17.418879,0.444547909458116
1.1713829,13.753045,0.35801284284740614
0.9142666,16.629557,0.3830901207439919
1.0004406,17.664127,0.5660530630639737
0.9256344,17.313202,0.4413935202089733
0.9687996,17.705677,0.6440947483157771
0.9151077,17.14188,0.3275381374197336
1.0982552,17.321852,0.3594370796564
0.88158894,16.558292,0.35661538902731055
0.9594917,17.33961,0.4576076367493431
1.2467728,18.45721,1.2433180993636501
0.92523956,17.465223,0.46354782291475727
0.9325161,17.198994,0.3780347847812673
0.89160347,16.936977,0.5676304558038267
0.9159508,15.986692,0.39502096866648556
1.0710468,17.906525,0.5429678939352758
0.9984493,17.245756,0.4090430211934034
1.0755043,17.87256,0.6726572907979274
0.8957119,16.758427,0.4196235646040099
0.98207283,16.99457,0.41373850972753073
0.86552143,16.165981,0.36183522567635107
0.9330931,15.83579,0.4396462233638106
0.9434376,16.013088,0.40930882281363296
1.1783676,13.679974,0.4249503640609326
1.0513821,17.679867,0.8108342648172431
0.9094534,15.8939905,0.4096014976622934
0.8892746,16.59637,0.445254916344002
0.966341,17.249157,0.5061026325848332
0.880188,16.675034,0.4343893255966047
0.86383724,16.275057,0.3580315076761121
0.8725376,16.785694,0.4341939388590111
0.8570843,16.732018,0.3051586706557317
1.1262751,14.654512,0.3661502996825298
0.92440796,17.31009,0.3906477100877667
0.8556442,16.628239,0.3434272033139055
0.87395096,16.83507,0.3626962147510923
0.8868847,17.346045,0.5967686406741214
0.9305153,17.604462,0.3785594744134068
0.8927784,17.101515,0.5049269281370534
0.89847374,17.273272,0.491206684482631
0.98375225,15.6717005,0.358523890331069
0.88848495,16.906437,0.33305558912249694
0.8373232,16.06034,0.32780909091367577
0.8317232,16.333273,0.3329018501903302
1.0600376,18.5713,0.6120329709176692
0.8707485,16.184351,0.47265012673388873
0.8674221,16.81655,0.40902430585987726
0.9123783,17.635674,0.43745327079016555
0.85327244,16.408937,0.4308167099494595
0.93263817,15.7667675,0.3900888864179704
1.0432959,15.426895,0.4495196946483052
0.8485298,16.733873,0.3181842067203066
0.8840866,16.662804,0.5006281505741512
0.8585901,16.124859,0.3746913582323075
0.8654499,17.005333,0.4667811226200954
0.8540993,16.694704,0.4060306814909973
0.87000275,16.544312,0.41751663033335
0.8928509,16.906363,0.39354493808846985
1.0164385,15.556912,0.3799453527344378
0.88426113,16.386177,0.3007654957554104
0.88334465,16.502888,0.33105939429452036
0.9709263,17.507278,0.5781120548418629
0.9574585,17.412163,0.39931526371787607
0.25706387,13.396927,0.41125059551201587
0.8608055,16.779333,0.4083005161266216
0.8761425,17.040596,0.43917381236093594
0.80646896,16.40602,0.2922593467948752
0.990715,17.68233,0.6209015879061269
0.38705063,12.930781,0.3026268737672759
0.83819866,16.586004,0.3785323174945032
0.9555855,16.903488,0.30691408324737707
1.0252342,17.954153,0.6661536509262708
0.9441395,17.520407,0.41607763024674443
0.87696266,16.457394,0.30315280252005417
1.0422535,18.1562,0.6256632222730601
1.0121136,18.086166,0.6584698818496977
0.92357826,16.517607,0.3964052802803175
1.2228031,18.344032,0.6705213275407548
0.8850403,17.810328,0.4439927545657959
1.0694904,18.689234,0.8531463197372922
0.9425907,17.650417,0.5248720974017914
1.032404,17.676395,0.3984376626866902
1.0417233,18.25045,0.74974995320228
0.8717632,16.645784,0.26957136200767196
1.4102755,11.1395035,0.39808263064504823
1.2250042,18.081902,0.6163731303984472
0.86161613,16.597382,0.35930051943309443
0.23781776,13.622037,0.3991806360200775
0.32765102,13.026491,0.4085030312808153
1.149332,14.052207,0.4229630307646881
1.134162,14.220789,0.36466994480535114
1.1264048,14.816357,0.39268886785216706
0.8834505,15.987502,0.46737521077211824
0.3990717,13.072686,0.3567685157343354
1.1205349,14.993078,0.3683776335238219
0.87924767,16.821676,0.2781764607635364
0.8816471,16.80137,0.5001060777293052
1.1021566,14.921696,0.46233945013440625
0.8650179,16.348576,0.3721155045577124
1.0780153,15.329071,0.355364530945293
0.85911274,16.17547,0.4045524470015927
1.0848198,15.27557,0.4030290011474468
0.87827396,16.285414,0.3857148674738155
0.9991112,17.90124,0.5189762173095039
1.0824203,18.357132,0.7331953975304271
0.9530468,17.796173,0.44350522619336324
0.92156315,15.864984,0.5073002472762569
1.0313587,18.232595,0.6417117084145846
1.0349598,18.099165,0.5434140612827286
0.89391327,17.04579,0.30318258827178546
0.9619503,18.24382,0.6905122078208813
1.0084476,17.768127,0.7144745029822691
0.87054634,16.919619,0.36641066858648963
1.0708542,18.453972,0.6704238689542384
0.9464226,15.740154,0.36663047883304334
0.9301243,16.813831,0.36058835150207186
0.97231674,17.449875,0.4926864130063775
0.90984917,17.492567,0.36712655104886127
0.83564186,17.042522,0.45615675694762564
0.93860245,17.525621,0.402664778140595
0.91999817,17.36477,0.3714812995002773
0.6528082,15.832852,0.3801652399390654
0.8690033,16.895506,0.5168101530764116
0.8408108,16.550224,0.3262826816123897
1.0410709,15.61908,0.4539063316940368
0.8794384,16.523167,0.36640908610506023
0.890584,16.150755,0.32948927942630934
0.8816719,16.490318,0.38348660007930385
0.91786957,17.023504,0.2974832239181426
0.86306477,16.290152,0.2777181553887662
0.8666096,16.560886,0.31680919388617984
0.98578644,17.43322,0.43612891984075947
1.1201515,14.904171,0.31647061110226704
0.8477459,16.871326,0.4539895879551152
1.1882725,18.85795,0.9480120048199372
0.8901272,16.9574,0.3579553787215242
0.91963196,17.443378,0.3570898701645574
0.8446436,16.479197,0.33867275421639487
0.883852,17.386602,0.4047584743773269
0.9626579,18.060097,0.7685552538317668
1.1710835,18.51728,1.0508040366579827
0.8813486,16.08325,0.4253519416362796
0.8621292,16.194462,0.34582547204216785
1.1944227,13.388046,0.3702519184105412
1.0964603,15.143014,0.4399215805784274
1.2848997,12.163588,0.3983221873342041
0.9210205,16.393456,0.3331230643374859
0.9695225,15.601501,0.3444408453179093
0.9192581,15.693318,0.3567077794277613
1.2849693,11.510412,0.4107708890302736
0.8929348,16.017845,0.4587894712079459
0.9080143,15.923623,0.722903652056816
0.95157146,15.715898,0.25641525709325486
0.95792866,15.717576,0.233516094083895
1.0037594,18.012182,0.6979107643695915
0.9045086,16.494,0.35695342924229184
0.8724308,16.408905,0.49926302484326207
1.14536,14.1216955,0.3499129507599704
1.2028952,13.322712,0.39361265288045993
0.84657,16.45848,0.5243197956705773
0.8354645,16.860033,0.3755322389401607
0.97688484,15.606333,0.371681455363437
1.2645645,11.645324,0.43918055427249514
0.27329636,13.413594,0.3867619265844082
0.21398544,13.848482,0.30282585845704946
0.25393677,13.460928,0.4088136234104346
0.87477493,16.219694,0.3669352521240594
0.8893547,16.74915,0.3554313332229734
0.86713314,16.168615,0.2681588941847371
0.2771616,13.4359045,0.37202748242029254
1.058217,15.139964,0.3616550162991508
0.8726778,16.320911,0.21149287135585162
0.9463539,16.509214,0.4277122452128827
0.9115429,17.073444,0.3974843813529889
0.8939438,16.742233,0.5326753417372576
0.84794617,16.9535,0.41995781461114806
0.9484749,17.667374,0.5617533693555494
0.93081,15.819661,0.29306893347860397
0.8654499,16.52973,0.42279891353624505
1.0649452,17.830875,0.6030816770380403
0.9131613,15.910694,0.35717704606541695
1.0006037,15.574004,0.386299667538624
0.99666977,15.791516,0.429742633349841
1.1456671,14.211436,0.3968342651372017
1.4105606,11.144875,0.40534875458765635
0.8790817,16.866684,0.5537063650443785
1.4730234,10.676296,0.399849176632432
1.2041616,13.182574,0.3583336377401535
0.9925823,17.452715,0.6470012445060872
1.1216116,14.998029,0.39116344522070523
0.8518915,16.582788,0.7976977080125065
1.297554,12.046907,0.40636019694524284
0.90413857,15.88334,0.40130695795919896
0.87606907,15.94953,0.5861399849928302
0.24469662,13.685035,0.38561364079661226
1.1800871,13.53433,0.3695312632072325
1.2172098,13.045391,0.4080694830001385
1.177475,13.533978,0.3963297646521257
0.8750515,16.859257,0.34226519972809616
1.129858,14.448466,0.37300568970926845
0.45470238,12.888689,0.3853284643449326
0.24156284,13.636872,0.3570012075721709
1.165103,13.8100815,0.39178567014635357
0.9368677,15.858223,0.370313667509293
0.8764343,15.929794,0.26654912536111836
1.0691586,15.09661,0.3830185581428826
0.93786144,15.81158,0.4241927344168527
1.1814842,13.679941,0.3489167248490083
0.8594971,16.434814,0.38950004872560356
1.1713495,13.988292,0.4280164017031174
0.8882446,16.892506,0.4911835068644206
0.88562965,17.275366,0.6745744823440225
0.85839844,16.651768,0.24881640074915135
0.86376953,16.855576,0.2987998427896195
0.8778534,16.988022,0.5761554672126887
0.87150383,16.59891,0.3760468266824542
0.87046623,16.126732,0.3420740268864895
0.90079117,17.293993,0.4716119204045515
0.8882046,16.627155,0.4215737512064537
0.9697752,15.598531,0.38539681342805165
0.95536613,17.499035,0.46232660819569193
0.8664465,16.106783,0.43211186421065395
1.4192438,11.037037,0.36766884967141467
1.295125,11.967848,0.378666098153079
0.88708305,16.725138,0.3362623295001988
1.1098118,15.160381,0.3607436801778944
0.9221802,15.964432,0.3601957173334987
1.0540552,15.328174,0.3354566508383734
1.1534519,13.903492,0.3757581329166525
1.1026316,14.876425,0.3684649932203169
1.0529938,15.372407,0.4086466687348859
1.0067978,15.511149,0.4081471258435966
0.94188976,15.781003,0.37027961001520493
1.1490297,14.20363,0.35643428226973023
1.2198114,11.883657,0.4055544509802189
0.8960247,17.153961,0.3384093127051279
0.86429405,15.984033,0.36057106277534406
0.8731899,17.428186,0.4434146728571964
0.92658615,16.92481,0.4725676447922726
0.9491291,17.496046,0.6697285433371108
0.8975315,17.322857,0.48082820501524504
0.9288025,18.029257,0.6664840838201631
0.8159723,16.214432,0.3569457589978231
1.120142,18.42784,0.9957917647774586
1.016161,17.928484,0.5714716816226589
0.91498184,17.781431,0.7423576335282775
0.9101639,17.319706,0.3395641706738296
0.9074249,17.404425,0.5366219117069687
0.989871,15.596843,0.5417449910231855
0.8986263,17.53936,0.4508207664135343
0.89587784,17.250963,0.6552144118233675
0.8895378,17.386839,0.5051684954014557
0.8910265,16.070885,0.5197766889944494
0.93320274,15.712225,0.37064348324274266
1.040575,17.943361,0.5508582806039258
0.93179226,15.729265,0.3762850560871646
0.87260246,16.24627,0.24039247091912563
0.86075115,16.36367,0.4635318535569366
0.8793354,16.90695,0.520688244966267
0.8433552,16.58182,0.37797518094717786
0.87589836,16.752743,0.39805281407409565
0.89990616,17.224047,0.4493870708843989
1.0917559,15.162603,0.35346734228437615
0.8599291,16.04213,0.37921842455273436
0.8728695,16.681345,0.5591008958100626
0.862133,16.72145,0.3914429815271143
0.8617401,16.579395,0.37797716573508144
0.8849907,16.857988,0.37743020854607734
0.8555317,16.448751,0.32445766721888797
1.010889,17.091833,0.5875528520047202
0.8697691,15.976629,0.3579743432514819
0.8524227,16.30465,0.37318220101405974
0.84015274,16.715616,0.5499051037206555
0.9184284,17.611814,0.4808751763745351
1.1094704,18.220507,0.5726732550886338
1.1747246,18.801153,0.7661662768586379
0.87337875,16.670662,0.32738157239431126
1.1733551,13.602244,0.3496077537878351
0.861475,16.280817,0.35775185332234427
1.0374966,17.692907,0.3573987333972678
0.9192562,17.17828,0.41209139354279173
0.82099915,16.819336,0.3354169064999966
0.9330425,17.501139,0.5562081842826566
0.96632385,17.925556,0.6328426010005975
0.83711433,16.424974,0.32645868286460833
0.89748573,17.24315,0.37974489586422705
1.2336235,19.106325,1.6853276132923192
1.0151844,15.615394,0.35962676452886944
0.83135223,16.587378,0.3179535877688911
0.90340996,16.163849,0.3543577554844459
0.9772568,17.625961,0.4370599764528608
0.478899,12.902271,0.39317739995982826
0.9031439,16.033735,0.4801986714154965
1.2697258,12.403852,0.4169209448339123
0.23505974,13.547483,0.4013892013345666
1.1972971,13.265991,0.36888752258455704
0.867115,16.001318,0.34865547145655473
0.89199066,15.9496765,0.9120023326818777
0.9172354,16.046648,0.32491458277199936
0.9612808,15.645502,0.3604636230728661
0.87965393,16.533285,0.32851836545585617
0.8531542,16.25357,0.31610313706375787
0.84844494,16.441202,0.35406598768104414
0.84824944,16.625872,0.3291020179434893
1.1572704,18.907589,1.0184382724900078
1.1369438,14.56676,0.34514723881764214
1.2005749,18.729158,1.3194113118558508
1.0601997,18.229176,0.5965341278064411
0.9510155,18.047161,0.8773378427741182
0.9106884,16.956562,0.37070932010531576
0.8862133,17.09085,0.33058227143932245
0.9356823,17.324171,0.692474981983958
0.9447918,17.330969,0.41832046956082797
0.87251663,16.847023,0.5217697193741885
0.85730267,16.56969,0.6365431367664205
0.9107399,17.307856,0.6265624421609989
1.5094242,17.997198,0.7841493406424316
0.8965769,16.501177,0.2642312081835291
0.9726429,17.593992,0.6226569492549421
0.8861418,16.397919,0.3346075613508
0.8538799,15.917239,0.37063859699628154
0.97497463,15.603198,0.39250236172950814
0.8713198,16.062737,0.4135577203149424
0.93159866,17.229986,0.3334841571342517
0.91482544,17.327394,0.39750145289833994
1.0518188,15.4402,0.4207755823429662
1.0089216,15.565023,0.3393949560948771
0.8583412,16.720758,0.30224657586966275
1.2046251,13.165311,0.40208622319977444
1.1866322,18.395727,0.7103931419901373
0.9526901,17.747465,0.3859378470556856
0.9853039,17.629536,0.4606320751813815
0.85606766,16.321579,0.43755832154057306
1.0089321,17.951292,0.9633228898987815
1.0849876,18.023172,0.6230224731645683
0.96126556,17.365446,0.4732795500890854
0.9530945,17.332558,0.5029079330245624
0.997879,17.973171,0.5204009149747996
0.8926544,15.939916,0.38573436325177823
0.8835335,17.769136,0.5427456841506627
0.9521351,17.603369,0.3566788228805372
1.1631556,13.950057,0.3913329827590061
0.8648491,17.14567,0.38975971548339267
0.8691015,16.586187,0.5240941104555619
1.1302738,14.321123,0.38417895018140463
0.9135189,17.155708,0.47650555437614905
0.8538151,16.044165,0.41565975573523495
1.0130825,17.690765,0.41489826263955415
0.88495636,16.901182,0.5540316279842822
0.27098465,13.433863,0.37796323493988515
1.1886244,12.046986,0.38308540650831036
0.928133,17.061745,0.37983972512091974
0.9706726,15.690396,0.38547393034397187
0.89614296,17.041105,0.3164360963581405
0.85637665,16.12351,0.3969069494034343
0.8805866,16.325798,0.34351983913842604
0.8407612,16.507385,0.32891460775003994
0.93109703,17.738773,0.5954982789432905
0.95913315,17.626066,0.5459101661587854
0.89933205,17.948084,0.6825613283957347
1.0398941,18.106627,0.6220521392639826
1.0089931,17.818253,0.5374267085672831
0.8838062,17.026297,0.6784274693886404
0.91605186,17.128668,0.36203954243608033
1.3273792,18.88707,0.7870323896415556
0.8916817,16.850695,0.4092523481739142
1.0786343,17.682537,0.7786614881070918
0.89195824,16.27381,0.41043804720638594
0.8939209,16.01727,0.3904569396765919
0.8732319,16.753872,0.3851445330027203
0.8871765,17.194965,0.47318652110553244
0.9313965,17.326792,0.3112374456334303
0.9956093,17.335144,0.6491117465821261
1.0588913,17.366537,0.4025115787650441
0.87433624,16.673897,0.43551956425507354
1.0507812,17.530079,0.3957874906454921
1.2928305,12.254931,0.43520126592771224
0.93924904,17.36475,0.41316684783321117
0.99191475,17.845757,0.580962361600577
0.86839294,16.641457,0.36466082407119693
0.98096466,17.586716,0.453638882206656
1.0221367,17.48689,0.40148386659363616
1.3116741,19.216293,1.027544722859335
0.8923359,16.844315,0.40142548659598176
1.0248508,15.565521,0.33653628393761115
1.0761776,18.257067,1.0149113936113165
0.8784752,17.035738,0.35909529239244303
0.99152184,17.802044,0.5475726426502324
0.8643255,16.490278,0.4166241176340961
0.39716053,15.4196825,0.39583989575312195
1.0312719,15.550555,0.37212552374811525
0.93496704,17.062653,0.4421006675981863
0.8804035,16.619993,0.3537339516955677
0.8882885,17.066055,0.38424777172584706
0.92036057,17.35663,0.33988587118674085
0.88033676,16.82499,0.5053523531061508
0.8623066,16.40614,0.3883966510528032
0.86149406,16.222256,0.3196033714901885
0.86448956,16.194115,0.438868376161058
1.116663,14.742535,0.41695682824148284
0.8774891,16.568678,0.40992138128752015
0.86203194,16.85154,0.38760087697753554
0.88643456,16.585564,0.47511045854157186
0.85744476,16.763205,0.37485678872436917
1.119133,18.504305,0.7559166248690284
0.9579487,17.307526,0.5435694101904243
0.9295654,16.919556,0.3395289168292678
0.9216213,17.200342,0.3951968365002386
0.9374676,17.920416,0.4778072401030589
0.8558903,16.931313,0.45380964905789317
1.0942898,18.03499,0.7245865779876058
0.97027016,17.788435,0.573571938685182
0.9269905,17.297527,0.33218265357020405
0.9307556,17.50025,0.4915824738516644
0.9782734,17.518673,0.49399700415529174
0.9938221,17.916132,0.7253289202811373
1.0112457,18.033903,0.5649133460949477
0.90208626,15.943723,0.39997655935786147
0.8732014,16.11056,0.3523869516483297
0.889061,16.95705,0.4572404611315068
0.87898254,16.819887,0.38574960941943237
0.88722134,16.033634,0.4068268425899585
1.082552,15.341002,0.35811395564759146
0.9114132,17.267187,0.38919960079166804
0.8769064,16.1359,0.3390243619414535
0.9187393,17.181831,0.4296341383398821
0.85485744,16.459667,0.3743775245173116
0.2463789,13.528442,0.36563622719759126
0.89374924,17.119532,0.45092020617383227
0.9080334,16.948103,0.27717355279673284
1.1053238,17.741428,0.41351211005319377
0.95536995,17.166733,0.8449626421583459
0.8634949,16.28944,0.49221513155230445
0.87791824,17.105738,0.47539800748609234
0.8603687,16.546118,0.36875330456213845
0.88801193,17.049425,0.5255227425154657
0.9805174,15.603954,0.350363264886142
0.90315247,17.11642,0.3948391627200036
0.9965172,15.606632,0.3646514159978804
0.8524456,16.400148,0.2863964112037835
0.9391022,16.9269,0.5009694848704618
1.3381958,18.973083,1.0954254853005638
0.88183784,16.400585,0.4306734710068515
0.9010773,16.834118,0.44865132399839097
0.89305115,16.75719,0.3995857154038047
0.8715763,16.696634,0.3670799786811514
0.8924408,17.080976,0.3305959454894463
0.88733387,16.418236,0.32269187326208093
1.0340633,17.67783,0.457181147833275
0.9390621,17.624624,0.37586351474948365
1.0648422,17.151272,0.5608989117964205
0.9996052,17.766817,0.5940303481129332
0.879385,17.590324,0.3867763386297054
1.097269,17.826778,0.6015229014205238
0.9489708,17.269365,0.7559222111878563
0.92713356,17.565987,0.40197302631811094
0.9462776,17.11424,0.4006995922127728
0.97338676,17.91316,0.7449380349755862
0.96759415,17.799116,0.3810466915802167
1.0501099,17.871252,0.6780329623896107
1.0198174,17.452257,0.8084020213297877
1.036974,18.223728,0.7078699628549808
0.8672447,16.774546,0.36941883181466356
1.0887184,18.178204,0.535059524623545
0.97767067,17.616907,0.49235784227589574
1.0478697,15.480004,0.3787174633594688
0.99190044,15.64231,0.3255773721932252
0.8682642,16.138037,0.3909584504110475
0.86130524,17.90434,0.5448607269879716
0.8860874,16.042725,0.4030711681255262
0.9349518,17.458553,0.37790082789565216
1.0197487,17.597328,0.3849762666805191
